-9.286292273916193096e+01 -8.783652546398231209e+01 -7.486321828277249324e+01 -5.862814413919673484e+01 -9.668902715624259556e-03 -6.871008500799582856e-03 -3.874416834459462351e-03 -1.873849286483683695e-03 -5.361398057009112250e+01 -5.361398057009110829e+01 -5.343790444080037361e+01 -6.430033328561982842e+01 -6.430033328562004158e+01 -6.426731698346230814e+01 -6.483174639778448523e+01 -6.483174639778459891e+01 -6.482233025759228440e+01 -5.677119011586766106e+01 -5.677119011586776764e+01 -5.676759120284889093e+01
-8.783652546398231209e+01 -9.288912635084760439e+01 -8.784456310703798465e+01 -7.486658535896272326e+01 -5.220761296420128005e-03 -4.724042452790548456e-03 -3.383016621127154025e-03 -1.986873479553741013e-03 -3.712273165292059218e+01 -3.712273165292062771e+01 -3.710367023811108567e+01 -5.362828141024385786e+01 -5.362828141024392181e+01 -5.361756578822303254e+01 -6.430425968767478651e+01 -6.430425968767470124e+01 -6.429738584095264287e+01 -6.483530635982430113e+01 -6.483530635982413060e+01 -6.483206478266548345e+01
-7.486321828277249324e+01 -8.784456310703798465e+01 -9.289415868228576301e+01 -8.784652219158650155e+01 -2.236895705244488705e-03 -2.570574370376325045e-03 -2.381525793701141491e-03 -1.772962058301538182e-03 -2.161058412112810601e+01 -2.161058412112803140e+01 -2.160744540744157050e+01 -3.712716823328819515e+01 -3.712716823328837989e+01 -3.712319949988049927e+01 -5.363125009453281677e+01 -5.363125009453296599e+01 -5.362761646657228454e+01 -6.430848877866256430e+01 -6.430848877866247904e+01 -6.430622903651078559e+01
-5.862814413919673484e+01 -7.486658535896272326e+01 -8.784652219158650155e+01 -9.289565157327477607e+01 -8.220294366903036550e-04 -1.147121907795129077e-03 -1.347140091765628442e-03 -1.289555411629627907e-03 -1.092530129907406611e+01 -1.092530129907404657e+01 -1.092460870818421093e+01 -2.161176763849863747e+01 -2.161176763849868010e+01 -2.161068711283650501e+01 -3.712743470294316239e+01 -3.712743470294312687e+01 -3.712613007845634883e+01 -5.363438840265440177e+01 -5.363438840265436625e+01 -5.363289952432311480e+01
-9.668902715624259556e-03 -5.220761296420128005e-03 -2.236895705244488705e-03 -8.220294366903036550e-04 -9.255716554147727493e+01 -8.457931194640687522e+01 -6.482233323995792773e+01 -4.313341122137105543e+01 -3.057771403247010363e-03 -3.057771403247130058e-03 -3.012557160211375845e-02 -2.254863469570061833e-03 -2.254863469569987240e-03 -2.087047082859012567e-02 -1.226192471053722368e-03 -1.226192471054179684e-03 -1.023669166401184813e-02 -5.410336802466237955e-04 -5.410336802461348203e-04 -3.978336159639775209e-03
-6.871008500799582856e-03 -4.724042452790548456e-03 -2.570574370376325045e-03 -1.147121907795129077e-03 -8.457931194640687522e+01 -9.286834812336890366e+01 -8.462135691232688828e+01 -6.483206306058750101e+01 -1.713300737331884416e-03 -1.713300737332143324e-03 -1.585789718165236603e-02 -1.683370822453927017e-03 -1.683370822454056254e-03 -1.463505677500682133e-02 -1.225193449060334779e-03 -1.225193449059544830e-03 -9.746159113821605685e-03 -6.868343668656359509e-04 -6.868343668663622580e-04 -4.886583553177591306e-03
-3.874416834459462351e-03 -3.383016621127154025e-03 -2.381525793701141491e-03 -1.347140091765628442e-03 -6.482233323995792773e+01 -8.462135691232688828e+01 -9.288575640892078411e+01 -8.463051619949779081e+01 -7.079425858128106201e-04 -7.079425858127196556e-04 -5.910156959745944787e-03 -9.309593276117073771e-04 -9.309593276113936090e-04 -7.405587862360779074e-03 -9.298875063388748093e-04 -9.298875063385860862e-04 -6.902686729302176701e-03 -6.989717004304950168e-04 -6.989717004306436610e-04 -4.730755450995225223e-03
-1.873849286483683695e-03 -1.986873479553741013e-03 -1.772962058301538182e-03 -1.289555411629627907e-03 -4.313341122137105543e+01 -6.483206306058750101e+01 -8.463051619949779081e+01 -9.289490693336392724e+01 -2.373433203034529173e-04 -2.373433203035373224e-04 -1.745236106155812058e-03 -3.965439960659295675e-04 -3.965439960660662854e-04 -2.821270254906583109e-03 -5.310958552389037678e-04 -5.310958552384579439e-04 -3.594544114759046314e-03 -5.455994370264679845e-04 -5.455994370257480743e-04 -3.444696415478456022e-03
-5.361398057009112250e+01 -3.712273165292059218e+01 -2.161058412112810601e+01 -1.092530129907406611e+01 -3.057771403247010363e-03 -1.713300737331884416e-03 -7.079425858128106201e-04 -2.373433203034529173e-04 -9.286255452698982538e+01 -3.095360393190501469e+01 -3.085358228414092352e+01 -8.152849697985107014e+01 -2.717544750972410483e+01 -2.716226538721986117e+01 -5.614569349256096586e+01 -1.871479882695910391e+01 -1.871232348124632949e+01 -3.173737687340817004e+01 -1.057925482498007419e+01 -1.057864008177369719e+01
-5.361398057009110829e+01 -3.712273165292062771e+01 -2.161058412112803140e+01 -1.092530129907404657e+01 -3.057771403247130058e-03 -1.713300737332143324e-03 -7.079425858127196556e-04 -2.373433203035373224e-04 -3.095360393190501469e+01 -9.286255452698969748e+01 -3.085358228414058601e+01 -2.717544750972409773e+01 -8.152849697985222122e+01 -2.716226538721976524e+01 -1.871479882695910035e+01 -5.614569349256085928e+01 -1.871232348124638634e+01 -1.057925482498007419e+01 -3.173737687340810965e+01 -1.057864008177370962e+01
-5.343790444080037361e+01 -3.710367023811108567e+01 -2.160744540744157050e+01 -1.092460870818421093e+01 -3.012557160211375845e-02 -1.585789718165236603e-02 -5.910156959745944787e-03 -1.745236106155812058e-03 -3.085358228414092352e+01 -3.085358228414058601e+01 -9.126207239442840091e+01 -2.716226538721986472e+01 -2.716226538721976880e+01 -8.132308304177450964e+01 -1.871232348124632949e+01 -1.871232348124638634e+01 -5.612416123528313960e+01 -1.057864008177369541e+01 -1.057864008177370607e+01 -3.173184600701361902e+01
-6.430033328561982842e+01 -5.362828141024385786e+01 -3.712716823328819515e+01 -2.161176763849863747e+01 -2.254863469570061833e-03 -1.683370822453927017e-03 -9.309593276117073771e-04 -3.965439960659295675e-04 -8.152849697985107014e+01 -2.717544750972409773e+01 -2.716226538721986472e+01 -9.288701125915295620e+01 -3.096150773918933652e+01 -3.095586103571145031e+01 -8.153491144630432075e+01 -2.717792470692002738e+01 -2.717526929602703234e+01 -5.614659211413371764e+01 -1.871602827342504227e+01 -1.871517102522409814e+01
-6.430033328562004158e+01 -5.362828141024392181e+01 -3.712716823328837989e+01 -2.161176763849868010e+01 -2.254863469569987240e-03 -1.683370822454056254e-03 -9.309593276113936090e-04 -3.965439960660662854e-04 -2.717544750972410483e+01 -8.152849697985222122e+01 -2.716226538721976880e+01 -3.096150773918933652e+01 -9.288701125915306989e+01 -3.095586103571131886e+01 -2.717792470692002738e+01 -8.153491144630386600e+01 -2.717526929602705366e+01 -1.871602827342504582e+01 -5.614659211413385975e+01 -1.871517102522403064e+01
-6.426731698346230814e+01 -5.361756578822303254e+01 -3.712319949988049927e+01 -2.161068711283650501e+01 -2.087047082859012567e-02 -1.463505677500682133e-02 -7.405587862360779074e-03 -2.821270254906583109e-03 -2.716226538721986117e+01 -2.716226538721976524e+01 -8.132308304177450964e+01 -3.095586103571145031e+01 -3.095586103571131886e+01 -9.282871229032396343e+01 -2.717526929602703234e+01 -2.717526929602705366e+01 -8.151250886068332591e+01 -1.871517102522409459e+01 -1.871517102522403064e+01 -5.613873680954630885e+01
-6.483174639778448523e+01 -6.430425968767478651e+01 -5.363125009453281677e+01 -3.712743470294316239e+01 -1.226192471053722368e-03 -1.225193449060334779e-03 -9.298875063388748093e-04 -5.310958552389037678e-04 -5.614569349256096586e+01 -1.871479882695910035e+01 -1.871232348124632949e+01 -8.153491144630432075e+01 -2.717792470692002738e+01 -2.717526929602703234e+01 -9.288911445299729053e+01 -3.096329848665214612e+01 -3.096137551875196436e+01 -8.153379000577280067e+01 -2.717932116497280504e+01 -2.717844617819957520e+01
-6.483174639778459891e+01 -6.430425968767470124e+01 -5.363125009453296599e+01 -3.712743470294312687e+01 -1.226192471054179684e-03 -1.225193449059544830e-03 -9.298875063385860862e-04 -5.310958552384579439e-04 -1.871479882695910391e+01 -5.614569349256085928e+01 -1.871232348124638634e+01 -2.717792470692002738e+01 -8.153491144630386600e+01 -2.717526929602705366e+01 -3.096329848665214612e+01 -9.288911445299766001e+01 -3.096137551875205673e+01 -2.717932116497280504e+01 -8.153379000577224645e+01 -2.717844617819957520e+01
-6.482233025759228440e+01 -6.429738584095264287e+01 -5.362761646657228454e+01 -3.712613007845634883e+01 -1.023669166401184813e-02 -9.746159113821605685e-03 -6.902686729302176701e-03 -3.594544114759046314e-03 -1.871232348124632949e+01 -1.871232348124638634e+01 -5.612416123528313960e+01 -2.717526929602703234e+01 -2.717526929602705366e+01 -8.151250886068332591e+01 -3.096137551875196436e+01 -3.096137551875205673e+01 -9.287195244424303553e+01 -2.717844617819957520e+01 -2.717844617819957520e+01 -8.152618346660580073e+01
-5.677119011586766106e+01 -6.483530635982430113e+01 -6.430848877866256430e+01 -5.363438840265440177e+01 -5.410336802466237955e-04 -6.868343668656359509e-04 -6.989717004304950168e-04 -5.455994370264679845e-04 -3.173737687340817004e+01 -1.057925482498007419e+01 -1.057864008177369541e+01 -5.614659211413371764e+01 -1.871602827342504582e+01 -1.871517102522409459e+01 -8.153379000577280067e+01 -2.717932116497280504e+01 -2.717844617819957520e+01 -9.288936401457605996e+01 -3.096644038815454536e+01 -3.096563493048409299e+01
-5.677119011586776764e+01 -6.483530635982413060e+01 -6.430848877866247904e+01 -5.363438840265436625e+01 -5.410336802461348203e-04 -6.868343668663622580e-04 -6.989717004306436610e-04 -5.455994370257480743e-04 -1.057925482498007419e+01 -3.173737687340810965e+01 -1.057864008177370607e+01 -1.871602827342504227e+01 -5.614659211413385975e+01 -1.871517102522403064e+01 -2.717932116497280504e+01 -8.153379000577224645e+01 -2.717844617819957520e+01 -3.096644038815454536e+01 -9.288936401457617364e+01 -3.096563493048419247e+01
