9.999845561225602086e-01 9.458101635462530243e-01 8.060800770183960129e-01 6.312499868092491528e-01 -1.324226981123941358e-17 -1.175237699242230655e-17 -4.088066449138989718e-18 2.449595242917651144e-18 5.773369090747630938e-01 5.773369090747687560e-01 5.756569099022592617e-01 6.923781202715477701e-01 6.923781202715486582e-01 6.922097509117157710e-01 6.980699253486223332e-01 6.980699253486166711e-01 6.980930315492898108e-01 6.112579826615309742e-01 6.112579826615291978e-01 6.112874854735487196e-01
9.458101635462530243e-01 1.000186357926307501e+00 9.458412558164074335e-01 8.060843569355130578e-01 -1.977573388804894842e-19 7.187990575706116348e-19 -3.369800019902511407e-17 -1.228176885280467350e-17 3.997330316628747160e-01 3.997330316628740499e-01 3.996358264036852792e-01 5.774460678809417713e-01 5.774460678809392178e-01 5.774511141091616118e-01 6.923800918797747839e-01 6.923800918797760051e-01 6.924090904241105848e-01 6.980801199579030891e-01 6.980801199579039773e-01 6.981145066393210641e-01
8.060800770183960129e-01 9.458412558164074335e-01 1.000194584401845832e+00 9.458307355902326741e-01 4.789609665126013568e-18 -1.668862748901270948e-18 -3.493030014437877704e-18 3.820436350008139806e-19 2.326899965275535387e-01 2.326899965275533999e-01 2.326976985951538790e-01 3.997575320430354906e-01 3.997575320430354351e-01 3.997742748504347077e-01 5.774512740739650152e-01 5.774512740739581318e-01 5.774788621124654631e-01 6.924019373200466232e-01 6.924019373200438476e-01 6.924352352651734765e-01
6.312499868092491528e-01 8.060843569355130578e-01 9.458307355902326741e-01 1.000184368546436442e+00 -8.106604785709742405e-19 -8.532980373103515520e-19 -8.962694232783282727e-18 7.337680472229862200e-18 1.176332153405880293e-01 1.176332153405891118e-01 1.176388929934575750e-01 2.326933609576346262e-01 2.326933609576366246e-01 2.327048231841675752e-01 3.997467240214641615e-01 3.997467240214658268e-01 3.997659480353821237e-01 5.774693971123079361e-01 5.774693971123069369e-01 5.774909217407107054e-01
-1.324226981123941358e-17 -1.977573388804894842e-19 4.789609665126013568e-18 -8.106604785709742405e-19 9.970670156788122851e-01 9.109859754962769118e-01 6.980930636673654544e-01 4.644712577496955541e-01 -3.845543852250120500e-18 -5.658916062441452831e-18 -4.362706786068406237e-18 2.642498467636413367e-19 1.768931307050222140e-19 1.013701450088896527e-17 1.032890393009757433e-18 1.169404199990317912e-18 -1.300697466507405586e-17 -8.404787148660034804e-19 -1.602081901661190100e-18 -3.128587011685114871e-18
-1.175237699242230655e-17 7.187990575706116348e-19 -1.668862748901270948e-18 -8.532980373103515520e-19 9.109859754962769118e-01 1.000174668524316024e+00 9.112749453773286712e-01 6.981144880959067045e-01 1.016647505602721805e-18 2.420210902647562056e-18 -6.666357549373664067e-18 -1.646865887076829694e-18 -2.104801941077226399e-18 4.314329144755808196e-19 5.598877345405201928e-19 1.917993753017184760e-19 -3.436350290380578414e-18 -2.535069960947871722e-19 -1.692027304204689995e-19 2.111827087611681105e-18
-4.088066449138989718e-18 -3.369800019902511407e-17 -3.493030014437877704e-18 -8.962694232783282727e-18 6.980930636673654544e-01 9.112749453773286712e-01 1.000222729475853445e+00 9.112826591330822623e-01 1.946720035129158314e-18 -9.198375541980044012e-20 -3.926388883405998576e-18 -9.823512565532724029e-18 -8.320352144698009829e-18 7.573750899072496130e-18 -1.233752220516564006e-17 -1.413537629442942960e-17 1.516068956168600566e-18 2.086301581645634074e-18 1.318934236282431279e-18 9.242350874208833497e-18
2.449595242917651144e-18 -1.228176885280467350e-17 3.820436350008139806e-19 7.337680472229862200e-18 4.644712577496955541e-01 6.981144880959067045e-01 9.112826591330822623e-01 1.000243617364688253e+00 -2.024054745222278198e-18 -2.436572933394536949e-18 2.317952895174985534e-18 8.705549567819080881e-19 -8.987540181234966130e-19 -5.455083056223816713e-19 1.064158741760551185e-17 3.782638819859809381e-18 -2.225809343314656773e-18 5.136706557135561107e-18 3.862374575518189558e-18 -5.241720239958831875e-17
5.773369090747630938e-01 3.997330316628747160e-01 2.326899965275535387e-01 1.176332153405880293e-01 -3.845543852250120500e-18 1.016647505602721805e-18 1.946720035129158314e-18 -2.024054745222278198e-18 9.999879256898629443e-01 3.333230543804189816e-01 3.323531138712714772e-01 8.778941032838064595e-01 2.926236318242414480e-01 2.925524729413736535e-01 6.045465413402019150e-01 2.015108587054825484e-01 2.015175287397705794e-01 3.417189640399156403e-01 1.139077123257103696e-01 1.139132101644616812e-01
5.773369090747687560e-01 3.997330316628740499e-01 2.326899965275533999e-01 1.176332153405891118e-01 -5.658916062441452831e-18 2.420210902647562056e-18 -9.198375541980044012e-20 -2.436572933394536949e-18 3.333230543804189816e-01 9.999879256898631663e-01 3.323531138712753075e-01 2.926236318242414480e-01 8.778941032838063485e-01 2.925524729413747083e-01 2.015108587054825762e-01 6.045465413401966970e-01 2.015175287397703574e-01 1.139077123257103696e-01 3.417189640399159178e-01 1.139132101644617368e-01
